20200624_09-34-48-177,0,34548.47
20200624_09-34-48-177,10,34549.27
20200624_09-34-48-177,20,34550.31
20200624_09-34-48-177,30,34551.39
20200624_09-34-48-177,40,34552.31
20200624_09-34-48-177,50,34553.15
20200624_09-34-48-177,60,34554.03
20200624_09-34-48-177,70,34554.95
20200624_09-34-48-177,80,34555.75
20200624_09-34-48-177,90,34556.47
20200624_09-34-48-177,100,34557.23
20200624_09-34-48-177,110,34557.95
20200624_09-34-48-177,120,34558.63
20200624_09-34-48-177,130,34559.27
20200624_09-34-48-177,140,34559.91
20200624_09-34-48-177,150,34560.51
20200624_09-34-48-177,160,34561.19
20200624_09-34-48-177,170,34561.91
20200624_09-34-48-177,180,34562.67
20200624_09-34-48-177,190,34563.43
20200624_09-34-48-177,200,34564.23
20200624_09-34-48-177,210,34565.07
20200624_09-34-48-177,220,34565.91
20200624_09-34-48-177,230,34566.71
20200624_09-34-48-177,240,34567.55
20200624_09-34-48-177,250,34568.35
20200624_09-34-48-177,260,34569.19
20200624_09-34-48-177,270,34570.03
20200624_09-34-48-177,280,34570.91
20200624_09-34-48-177,290,34571.91
20200624_09-34-48-177,300,34572.51
20200624_09-34-48-177,310,34573.31
20200624_09-34-48-177,320,34574.15
20200624_09-34-48-177,330,34574.99
20200624_09-34-48-177,340,34575.79
20200624_09-34-48-177,350,34576.59
20200624_09-34-48-177,360,34577.39
20200624_09-34-48-177,370,34578.19
20200624_09-34-48-177,380,34578.91
20200624_09-34-48-177,390,34579.67
20200624_09-34-48-177,400,34580.51
20200624_09-34-48-177,410,34581.35
20200624_09-34-48-177,420,34582.19
20200624_09-34-48-177,430,34583.03
20200624_09-34-48-177,440,34583.91
20200624_09-34-48-177,450,34584.75
20200624_09-34-48-177,460,34585.67
20200624_09-34-48-177,470,34586.51
20200624_09-34-48-177,480,34587.27
20200624_09-34-48-177,490,34587.95
20200624_09-34-48-177,500,34588.79
20200624_09-34-48-177,510,34589.71
20200624_09-34-48-177,520,34590.59
20200624_09-34-48-177,530,34591.43
20200624_09-34-48-177,540,34592.27
20200624_09-34-48-177,550,34593.1
20200624_09-34-48-177,560,34593.99
20200624_09-34-48-177,570,34594.87
20200624_09-34-48-177,580,34595.71
20200624_09-34-48-177,590,34596.63
20200624_09-34-48-177,600,34597.47
20200624_09-34-48-177,610,34598.35
20200624_09-34-48-177,620,34599.23
20200624_09-34-48-177,630,34600.1
20200624_09-34-48-177,640,34600.95
20200624_09-34-48-177,650,34601.83
20200624_09-34-48-177,660,34602.67
20200624_09-34-48-177,670,34603.47
20200624_09-34-48-177,680,34604.1
20200624_09-34-48-177,690,34604.63
20200624_09-34-48-177,700,34605.07
20200624_09-34-48-177,710,34605.55
20200624_09-34-48-177,720,34606.07
20200624_09-34-48-177,730,34606.71
20200624_09-34-48-177,740,34607.35
20200624_09-34-48-177,750,34608.1
20200624_09-34-48-177,760,34608.87
20200624_09-34-48-177,770,34609.55
20200624_09-34-48-177,780,34610.31
20200624_09-34-48-177,790,34611.1
20200624_09-34-48-177,800,34611.91
20200624_09-34-48-177,810,34612.71
20200624_09-34-48-177,820,34613.47
20200624_09-34-48-177,830,34614.27
20200624_09-34-48-177,840,34615.15
20200624_09-34-48-177,850,34615.95
20200624_09-34-48-177,860,34616.83
20200624_09-34-48-177,870,34617.67
20200624_09-34-48-177,880,34618.51
20200624_09-34-48-177,890,34619.43
20200624_09-34-48-177,900,34620.31
20200624_09-34-48-177,910,34621.23
20200624_09-34-48-177,920,34622.15
20200624_09-34-48-177,930,34623.07
20200624_09-34-48-177,940,34623.99
20200624_09-34-48-177,950,34624.91
20200624_09-34-48-177,960,34625.75
20200624_09-34-48-177,970,34626.47
20200624_09-34-48-177,980,34627.39
20200624_09-34-48-177,990,34628.35
20200624_09-34-48-177,1000,34629.31
20200624_09-34-48-177,1010,34630.23
20200624_09-34-48-177,1020,34631.23
20200624_09-34-48-177,1030,34632.03
20200624_09-34-48-177,1040,34632.83
20200624_09-34-48-177,1050,34633.63
20200624_09-34-48-177,1060,34634.43
20200624_09-34-48-177,1070,34635.19
20200624_09-34-48-177,1080,34635.95
20200624_09-34-48-177,1090,34636.63
20200624_09-34-48-177,1100,34637.35
20200624_09-34-48-177,1110,34638.07
20200624_09-34-48-177,1120,34638.87
20200624_09-34-48-177,1130,34639.63
20200624_09-34-48-177,1140,34640.35
20200624_09-34-48-177,1150,34641.23
20200624_09-34-48-177,1160,34642.07
20200624_09-34-48-177,1170,34642.79
20200624_09-34-48-177,1180,34643.51
20200624_09-34-48-177,1190,34644.27
20200624_09-34-48-177,1200,34645.07
20200624_09-34-48-177,1210,34645.83
20200624_09-34-48-177,1220,34646.51
20200624_09-34-48-177,1230,34647.19
20200624_09-34-48-177,1240,34648.07
20200624_09-34-48-177,1250,34648.87
20200624_09-34-48-177,1260,34649.63
20200624_09-34-48-177,1270,34650.35
20200624_09-34-48-177,1280,34651.07
20200624_09-34-48-177,1290,34651.87
20200624_09-34-48-177,1300,34652.67
20200624_09-34-48-177,1310,34653.39
20200624_09-34-48-177,1320,34654.1
20200624_09-34-48-177,1330,34654.87
20200624_09-34-48-177,1340,34655.75
20200624_09-34-48-177,1350,34656.59
20200624_09-34-48-177,1360,34657.43
20200624_09-34-48-177,1370,34658.35
20200624_09-34-48-177,1380,34659.27
20200624_09-34-48-177,1390,34660.19
20200624_09-34-48-177,1400,34661.07
20200624_09-34-48-177,1410,34661.87
20200624_09-34-48-177,1420,34662.71
20200624_09-34-48-177,1430,34663.51
20200624_09-34-48-177,1440,34664.31
20200624_09-34-48-177,1450,34665.1
20200624_09-34-48-177,1460,34665.95
20200624_09-34-48-177,1470,34666.71
20200624_09-34-48-177,1480,34667.43
20200624_09-34-48-177,1490,34668.07
20200624_09-34-48-177,1500,34668.63
20200624_09-34-48-177,1510,34669.31
20200624_09-34-48-177,1520,34670.35
20200624_09-34-48-177,1530,34671.35
20200624_09-34-48-177,1540,34672.27
20200624_09-34-48-177,1550,34673.19
20200624_09-34-48-177,1560,34674.1
20200624_09-34-48-177,1570,34674.99
20200624_09-34-48-177,1580,34675.83
20200624_09-34-48-177,1590,34676.71
20200624_09-34-48-177,1600,34677.59
20200624_09-34-48-177,1610,34678.43
20200624_09-34-48-177,1620,34679.31
20200624_09-34-48-177,1630,34680.23
20200624_09-34-48-177,1640,34681.19
20200624_09-34-48-177,1650,34682.15
20200624_09-34-48-177,1660,34683.07
20200624_09-34-48-177,1670,34683.99
20200624_09-34-48-177,1680,34684.91
20200624_09-34-48-177,1690,34685.87
20200624_09-34-48-177,1700,34686.83
20200624_09-34-48-177,1710,34687.75
20200624_09-34-48-177,1720,34688.67
20200624_09-34-48-177,1730,34689.59
20200624_09-34-48-177,1740,34690.47
20200624_09-34-48-177,1750,34691.35
20200624_09-34-48-177,1760,34692.23
20200624_09-34-48-177,1770,34693.19
20200624_09-34-48-177,1780,34694.1
20200624_09-34-48-177,1790,34695.03
20200624_09-34-48-177,1800,34695.87
20200624_09-34-48-177,1810,34696.79
20200624_09-34-48-177,1820,34697.75
20200624_09-34-48-177,1830,34698.71
20200624_09-34-48-177,1840,34699.67
20200624_09-34-48-177,1850,34700.63
20200624_09-34-48-177,1860,34701.55
20200624_09-34-48-177,1870,34702.51
20200624_09-34-48-177,1880,34703.43
20200624_09-34-48-177,1890,34704.39
20200624_09-34-48-177,1900,34705.31
20200624_09-34-48-177,1910,34706.27
20200624_09-34-48-177,1920,34707.23
20200624_09-34-48-177,1930,34708.15
20200624_09-34-48-177,1940,34709.07
20200624_09-34-48-177,1950,34709.91
20200624_09-34-48-177,1960,34710.71
20200624_09-34-48-177,1970,34711.51
20200624_09-34-48-177,1980,34712.35
20200624_09-34-48-177,1990,34713.27
20200624_09-34-48-177,2000,34714.19
20200624_09-34-48-177,2010,34715.1
20200624_09-34-48-177,2020,34716.07
20200624_09-34-48-177,2030,34716.95
20200624_09-34-48-177,2040,34717.79
20200624_09-34-48-177,2050,34718.75
20200624_09-34-48-177,2060,34719.71
20200624_09-34-48-177,2070,34720.67
20200624_09-34-48-177,2080,34721.59
20200624_09-34-48-177,2090,34722.59
20200624_09-34-48-177,2100,34723.55
20200624_09-34-48-177,2110,34724.51
20200624_09-34-48-177,2120,34725.47
20200624_09-34-48-177,2130,34726.35
20200624_09-34-48-177,2140,34727.15
20200624_09-34-48-177,2150,34727.99
20200624_09-34-48-177,2160,34728.83
20200624_09-34-48-177,2170,34729.71
20200624_09-34-48-177,2180,34730.71
20200624_09-34-48-177,2190,34731.55
20200624_09-34-48-177,2200,34732.39
20200624_09-34-48-177,2210,34733.23
20200624_09-34-48-177,2220,34734.07
20200624_09-34-48-177,2230,34734.95
20200624_09-34-48-177,2240,34735.83
20200624_09-34-48-177,2250,34736.67
20200624_09-34-48-177,2260,34737.55
20200624_09-34-48-177,2270,34738.39
20200624_09-34-48-177,2280,34739.31
20200624_09-34-48-177,2290,34740.27
20200624_09-34-48-177,2300,34741.23
20200624_09-34-48-177,2310,34742.31
20200624_09-34-48-177,2320,34743.35
20200624_09-34-48-177,2330,34744.43
20200624_09-34-48-177,2340,34745.47
20200624_09-34-48-177,2350,34746.51
20200624_09-34-48-177,2360,34747.51
20200624_09-34-48-177,2370,34748.55
20200624_09-34-48-177,2380,34749.59
20200624_09-34-48-177,2390,34750.59
20200624_09-34-48-177,2400,34751.59
20200624_09-34-48-177,2410,34752.51
20200624_09-34-48-177,2420,34753.43
20200624_09-34-48-177,2430,34754.47
20200624_09-34-48-177,2440,34755.47
20200624_09-34-48-177,2450,34756.51
20200624_09-34-48-177,2460,34757.51
20200624_09-34-48-177,2470,34758.51
20200624_09-34-48-177,2480,34759.51
20200624_09-34-48-177,2490,34760.55
20200624_09-34-48-177,2500,34761.59
20200624_09-34-48-177,2510,34762.67
20200624_09-34-48-177,2520,34763.67
20200624_09-34-48-177,2530,34764.63
20200624_09-34-48-177,2540,34765.55
20200624_09-34-48-177,2550,34766.39
20200624_09-34-48-177,2560,34767.27
20200624_09-34-48-177,2570,34768.19
20200624_09-34-48-177,2580,34769.07
20200624_09-34-48-177,2590,34769.99
20200624_09-34-48-177,2600,34770.87
20200624_09-34-48-177,2610,34771.75
20200624_09-34-48-177,2620,34772.63
20200624_09-34-48-177,2630,34773.43
20200624_09-34-48-177,2640,34774.23
20200624_09-34-48-177,2650,34774.95
20200624_09-34-48-177,2660,34775.75
20200624_09-34-48-177,2670,34776.55
20200624_09-34-48-177,2680,34777.31
20200624_09-34-48-177,2690,34778.15
20200624_09-34-48-177,2700,34779.07
20200624_09-34-48-177,2710,34779.87
20200624_09-34-48-177,2720,34780.71
20200624_09-34-48-177,2730,34781.55
20200624_09-34-48-177,2740,34782.35
20200624_09-34-48-177,2750,34783.15
20200624_09-34-48-177,2760,34783.99
20200624_09-34-48-177,2770,34784.75
20200624_09-34-48-177,2780,34785.51
20200624_09-34-48-177,2790,34786.27
20200624_09-34-48-177,2800,34787.1
20200624_09-34-48-177,2810,34787.95
20200624_09-34-48-177,2820,34788.79
20200624_09-34-48-177,2830,34789.63
20200624_09-34-48-177,2840,34790.43
20200624_09-34-48-177,2850,34791.23
20200624_09-34-48-177,2860,34792.07
20200624_09-34-48-177,2870,34792.91
20200624_09-34-48-177,2880,34793.71
20200624_09-34-48-177,2890,34794.55
20200624_09-34-48-177,2900,34795.39
20200624_09-34-48-177,2910,34796.27
20200624_09-34-48-177,2920,34797.1
20200624_09-34-48-177,2930,34797.87
20200624_09-34-48-177,2940,34798.43
20200624_09-34-48-177,2950,34798.95
20200624_09-34-48-177,2960,34799.51
20200624_09-34-48-177,2970,34800.07
20200624_09-34-48-177,2980,34800.75
20200624_09-34-48-177,2990,34801.67
20200624_09-34-48-177,3000,34802.51
20200624_09-34-48-177,3010,34803.35
20200624_09-34-48-177,3020,34804.23
20200624_09-34-48-177,3030,34805.07
20200624_09-34-48-177,3040,34805.91
20200624_09-34-48-177,3050,34806.79
20200624_09-34-48-177,3060,34807.63
20200624_09-34-48-177,3070,34808.47
20200624_09-34-48-177,3080,34809.35
20200624_09-34-48-177,3090,34810.23
20200624_09-34-48-177,3100,34811.15
20200624_09-34-48-177,3110,34812.03
20200624_09-34-48-177,3120,34812.95
20200624_09-34-48-177,3130,34813.91
20200624_09-34-48-177,3140,34814.79
20200624_09-34-48-177,3150,34815.51
20200624_09-34-48-177,3160,34816.43
20200624_09-34-48-177,3170,34817.43
20200624_09-34-48-177,3180,34818.39
20200624_09-34-48-177,3190,34819.39
20200624_09-34-48-177,3200,34820.31
20200624_09-34-48-177,3210,34821.23
20200624_09-34-48-177,3220,34822.1
20200624_09-34-48-177,3230,34822.99
20200624_09-34-48-177,3240,34823.83
20200624_09-34-48-177,3250,34824.71
20200624_09-34-48-177,3260,34825.63
20200624_09-34-48-177,3270,34826.51
20200624_09-34-48-177,3280,34827.35
20200624_09-34-48-177,3290,34828.23
20200624_09-34-48-177,3300,34829.07
20200624_09-34-48-177,3310,34829.91
20200624_09-34-48-177,3320,34830.71
20200624_09-34-48-177,3330,34831.51
20200624_09-34-48-177,3340,34832.31
20200624_09-34-48-177,3350,34833.1
20200624_09-34-48-177,3360,34833.91
20200624_09-34-48-177,3370,34834.71
20200624_09-34-48-177,3380,34835.39
20200624_09-34-48-177,3390,34835.91
20200624_09-34-48-177,3400,34836.35
20200624_09-34-48-177,3410,34836.87
20200624_09-34-48-177,3420,34837.35
20200624_09-34-48-177,3430,34837.87
20200624_09-34-48-177,3440,34838.31
20200624_09-34-48-177,3450,34838.75
20200624_09-34-48-177,3460,34839.15
20200624_09-34-48-177,3470,34839.55
20200624_09-34-48-177,3480,34839.99
20200624_09-34-48-177,3490,34840.43
20200624_09-34-48-177,3500,34840.91
20200624_09-34-48-177,3510,34841.35
20200624_09-34-48-177,3520,34841.99
20200624_09-34-48-177,3530,34842.55
20200624_09-34-48-177,3540,34843.1
20200624_09-34-48-177,3550,34843.95
20200624_09-34-48-177,3560,34844.71
20200624_09-34-48-177,3570,34845.43
20200624_09-34-48-177,3580,34846.23
20200624_09-34-48-177,3590,34846.99
20200624_09-34-48-177,3600,34847.75
20200624_09-34-48-177,3610,34848.43
20200624_09-34-48-177,3620,34849.19
20200624_09-34-48-177,3630,34849.95
20200624_09-34-48-177,3640,34850.75
20200624_09-34-48-177,3650,34851.59
20200624_09-34-48-177,3660,34852.39
20200624_09-34-48-177,3670,34853.19
20200624_09-34-48-177,3680,34854.03
20200624_09-34-48-177,3690,34854.87
20200624_09-34-48-177,3700,34855.75
20200624_09-34-48-177,3710,34856.63
20200624_09-34-48-177,3720,34857.51
20200624_09-34-48-177,3730,34858.31
20200624_09-34-48-177,3740,34858.99
20200624_09-34-48-177,3750,34859.55
20200624_09-34-48-177,3760,34859.99
20200624_09-34-48-177,3770,34860.47
20200624_09-34-48-177,3780,34860.95
20200624_09-34-48-177,3790,34861.43
20200624_09-34-48-177,3800,34861.95
20200624_09-34-48-177,3810,34862.43
20200624_09-34-48-177,3820,34862.87
20200624_09-34-48-177,3830,34863.35
20200624_09-34-48-177,3840,34863.75
20200624_09-34-48-177,3850,34864.15
20200624_09-34-48-177,3860,34864.55
20200624_09-34-48-177,3870,34864.95
20200624_09-34-48-177,3880,34865.35
20200624_09-34-48-177,3890,34865.75
20200624_09-34-48-177,3900,34866.15
20200624_09-34-48-177,3910,34866.55
20200624_09-34-48-177,3920,34866.95
20200624_09-34-48-177,3930,34867.35
20200624_09-34-48-177,3940,34867.75
20200624_09-34-48-177,3950,34868.15
20200624_09-34-48-177,3960,34868.55
20200624_09-34-48-177,3970,34868.95
20200624_09-34-48-177,3980,34869.35
20200624_09-34-48-177,3990,34869.75
20200624_09-34-48-177,4000,34870.15
20200624_09-34-48-177,4010,34870.55
20200624_09-34-48-177,4020,34870.95
20200624_09-34-48-177,4030,34871.35
20200624_09-34-48-177,4040,34871.75
20200624_09-34-48-177,4050,34872.15
20200624_09-34-48-177,4060,34872.55
20200624_09-34-48-177,4070,34872.95
20200624_09-34-48-177,4080,34873.35
20200624_09-34-48-177,4090,34873.75
20200624_09-34-48-177,4100,34874.15
20200624_09-34-48-177,4110,34874.55
20200624_09-34-48-177,4120,34874.95
20200624_09-34-48-177,4130,34875.35
20200624_09-34-48-177,4140,34875.75
20200624_09-34-48-177,4150,34876.15
20200624_09-34-48-177,4160,34876.55
20200624_09-34-48-177,4170,34876.95
20200624_09-34-48-177,4180,34877.35
20200624_09-34-48-177,4190,34877.75
20200624_09-34-48-177,4200,34878.15
20200624_09-34-48-177,4210,34878.55
20200624_09-34-48-177,4220,34878.95
20200624_09-34-48-177,4230,34879.35
20200624_09-34-48-177,4240,34879.75
20200624_09-34-48-177,4250,34880.15
20200624_09-34-48-177,4260,34880.55
20200624_09-34-48-177,4270,34880.95
20200624_09-34-48-177,4280,34881.35
20200624_09-34-48-177,4290,34881.75
20200624_09-34-48-177,4300,34882.15
20200624_09-34-48-177,4310,34882.55
20200624_09-34-48-177,4320,34882.95
20200624_09-34-48-177,4330,34883.35
20200624_09-34-48-177,4340,34883.75
20200624_09-34-48-177,4350,34884.15
20200624_09-34-48-177,4360,34884.55
20200624_09-34-48-177,4370,34884.95
20200624_09-34-48-177,4380,34885.35
20200624_09-34-48-177,4390,34885.75
20200624_09-34-48-177,4400,34886.15
20200624_09-34-48-177,4410,34886.55
20200624_09-34-48-177,4420,34886.95
20200624_09-34-48-177,4430,34887.35
20200624_09-34-48-177,4440,34887.75
20200624_09-34-48-177,4450,34888.15
20200624_09-34-48-177,4460,34888.55
20200624_09-34-48-177,4470,34888.95
20200624_09-34-48-177,4480,34889.35
20200624_09-34-48-177,4490,34889.75
20200624_09-34-48-177,4500,34890.15
20200624_09-34-48-177,4510,34890.55
20200624_09-34-48-177,4520,34890.95
20200624_09-34-48-177,4530,34891.35
20200624_09-34-48-177,4540,34891.75
20200624_09-34-48-177,4550,34892.15
20200624_09-34-48-177,4560,34892.55
20200624_09-34-48-177,4570,34892.95
20200624_09-34-48-177,4580,34893.47
20200624_09-34-48-177,4590,34894.03
20200624_09-34-48-177,4600,34894.83
20200624_09-34-48-177,4610,34895.51
20200624_09-34-48-177,4620,34896.35
20200624_09-34-48-177,4630,34897.19
20200624_09-34-48-177,4640,34898.03
20200624_09-34-48-177,4650,34898.83
20200624_09-34-48-177,4660,34899.59
20200624_09-34-48-177,4670,34900.43
20200624_09-34-48-177,4680,34901.27
20200624_09-34-48-177,4690,34902.1
20200624_09-34-48-177,4700,34902.99
20200624_09-34-48-177,4710,34903.83
20200624_09-34-48-177,4720,34904.59
20200624_09-34-48-177,4730,34905.35
20200624_09-34-48-177,4740,34906.19
20200624_09-34-48-177,4750,34907.07
20200624_09-34-48-177,4760,34907.95
20200624_09-34-48-177,4770,34908.75
20200624_09-34-48-177,4780,34909.51
20200624_09-34-48-177,4790,34910.31
20200624_09-34-48-177,4800,34911.1
20200624_09-34-48-177,4810,34911.95
20200624_09-34-48-177,4820,34912.75
20200624_09-34-48-177,4830,34913.59
20200624_09-34-48-177,4840,34914.43
20200624_09-34-48-177,4850,34915.23
20200624_09-34-48-177,4860,34915.91
20200624_09-34-48-177,4870,34916.51
